datetime,ltp,qty
1718352058498,89.2,400
1718352059539,89.15,25
1718352059539,89.15,25
1718352060112,89.2,25
1718352060430,89.15,25
1718352060624,89.0,75
1718352061524,89.1,75
1718352061720,89.3,25
1718352062303,89.25,25
1718352062303,89.25,25
1718352063742,89.7,25
1718352064723,89.4,25
1718352065768,89.0,75
1718352065819,88.85,25
1718352066662,89.15,25
1718352066662,89.15,25
1718352067498,89.4,25
1718352067498,89.4,25
1718352068330,89.15,25
1718352068563,89.15,25
1718352069352,89.2,25
1718352069768,89.2,100
1718352070073,89.25,50
1718352070073,89.25,50
1718352071548,89.3,125
1718352071548,89.3,125
1718352072436,89.85,50
1718352073393,89.6,25
1718352074546,89.45,25
1718352074864,89.4,100
1718352075263,89.3,25
1718352075755,89.45,25
1718352076532,89.45,200
1718352076585,89.3,25
1718352077438,89.55,25
1718352077438,89.55,25
1718352078738,89.25,25
1718352079740,88.95,100
1718352080729,88.7,75
1718352081756,87.55,25
1718352081880,87.55,175
1718352082425,87.05,75
1718352083752,87.2,25
1718352084730,87.55,100
1718352085629,87.3,50
1718352086667,86.6,75
1718352086925,86.75,25
1718352087483,86.7,25
1718352087736,86.8,50
1718352088578,86.8,50
1718352088742,86.8,75
1718352089778,86.6,100
1718352090222,86.55,25
1718352090780,86.65,100
1718352090880,86.65,25
1718352091536,86.65,25
1718352091760,86.5,75
1718352092523,86.55,75
1718352092640,86.55,25
1718352093507,86.8,75
1718352093731,86.85,25
1718352094765,86.95,50
1718352095635,86.85,25
1718352095841,86.85,125
1718352096555,87.2,25
1718352096605,87.1,50
1718352097390,87.15,125
1718352097390,87.15,125
1718352098690,87.4,200
1718352099721,87.5,25
1718352100566,87.85,25
1718352100943,87.7,25
1718352101552,87.5,25
1718352101766,87.55,125
1718352102332,87.65,25
1718352102332,87.65,25
1718352103659,87.3,25
1718352104728,87.5,100
1718352105705,87.35,100
1718352105887,87.4,25
1718352106550,87.2,25
1718352106752,87.0,500
1718352107757,87.2,50
1718352108470,87.2,25
1718352108470,87.2,25
1718352109622,87.25,50
1718352110771,87.15,25
1718352111698,87.05,25
1718352111910,87.05,25
1718352112319,87.0,50
1718352112788,87.1,50
1718352113337,86.95,75
1718352113638,86.9,25
1718352114599,86.15,50
1718352114770,85.75,25
1718352115587,85.95,50
1718352115774,86.1,25
1718352116616,85.95,25
1718352116724,85.8,25
1718352117333,86.0,25
1718352117694,85.85,50
1718352118517,85.85,50
1718352118786,85.95,25
1718352119724,86.1,75
1718352120172,85.35,25
1718352120746,86.2,25
1718352120970,86.25,25
1718352121594,86.55,50
1718352121655,86.45,50
1718352122601,86.85,125
1718352123818,86.7,25
1718352124796,87.05,275
1718352125736,87.25,25
1718352126428,86.85,50
1718352126665,86.7,25
1718352127519,86.95,75
1718352127621,87.0,25
1718352128524,86.65,125
1718352128774,86.7,25
1718352129755,86.6,25
1718352130619,86.2,200
1718352131710,85.9,25
1718352131884,85.9,25
1718352132794,86.0,75
1718352133027,86.15,25
1718352133761,86.1,100
1718352134138,86.05,75
1718352134516,86.0,75
1718352134516,86.0,75
1718352135591,86.05,25
1718352135802,86.0,25
1718352136635,85.75,25
1718352136774,86.0,25
1718352137826,85.75,200
1718352138810,86.3,25
1718352139782,86.2,400
1718352140027,86.1,50
1718352140609,86.2,25
1718352140793,86.1,125
1718352141491,85.9,100
1718352141660,86.05,50
1718352142795,86.3,125
1718352142826,86.3,25
1718352143787,86.1,25
1718352144538,85.85,100
1718352144797,86.0,100
1718352145798,86.6,25
1718352145851,86.5,50
1718352146630,86.4,25
1718352146630,86.4,25
1718352147497,86.1,50
1718352147497,86.1,50
1718352148611,86.4,100
1718352148781,86.4,25
1718352149493,86.2,25
1718352149768,86.3,75
1718352150210,86.4,150
1718352150370,86.1,25
1718352150737,86.0,25
1718352151569,86.25,25
1718352151744,86.3,475
1718352152537,86.5,25
1718352152754,86.25,25
1718352153839,86.45,125
1718352154769,86.6,25
1718352154769,86.6,25
1718352155769,86.6,100
1718352155957,86.6,75
1718352156622,86.5,25
1718352156692,86.6,25
1718352157785,86.85,25
1718352157854,87.0,75
1718352158549,87.0,25
1718352159592,86.95,25
1718352160783,87.0,25
1718352160868,86.95,25
1718352161708,87.0,25
1718352162525,87.05,25
1718352162525,87.05,25
1718352163530,86.95,25
1718352163530,86.95,25
1718352164455,86.95,25
1718352164759,86.95,250
1718352165609,86.6,25
1718352165692,86.5,25
1718352166557,86.8,25
1718352166705,86.95,25
1718352166976,86.9,150
1718352167705,86.75,50
1718352168531,86.75,200
1718352169740,86.2,25
1718352169859,86.05,50
1718352170796,86.0,25
1718352171667,86.2,25
1718352172575,86.15,25
1718352172575,86.15,25
1718352173822,86.35,75
1718352174068,86.15,25
1718352174716,85.95,25
1718352175050,85.95,25
1718352175820,85.9,75
1718352175820,85.9,75
1718352176797,86.0,25
1718352176920,86.2,275
1718352177654,85.85,50
1718352177835,86.0,25
1718352178579,86.0,25
1718352178579,86.0,25
1718352179590,86.0,25
1718352179901,85.85,175
1718352180140,86.0,25
1718352180376,85.75,50
1718352180376,85.75,50
1718352181890,86.3,25
1718352182409,86.2,25
1718352182409,86.2,25
1718352183694,86.2,25
1718352183839,86.2,25
1718352184384,86.1,25
1718352185704,86.15,25
1718352185704,86.15,25
1718352186699,85.35,125
1718352186699,85.35,125
1718352187766,85.1,25
1718352188676,85.05,75
1718352188791,85.2,25
1718352189695,85.55,25
1718352189829,85.6,25
1718352190777,85.3,100
1718352190856,85.3,25
1718352191719,85.15,100
1718352191719,85.15,100
1718352192832,85.2,25
1718352193724,85.5,50
1718352194040,85.5,25
1718352194706,85.25,25
1718352194706,85.25,25
1718352195458,85.4,25
1718352195812,85.4,25
1718352196700,85.2,100
1718352197611,85.15,75
1718352197906,85.2,25
1718352198934,85.45,25
1718352199468,85.15,75
1718352200075,85.1,25
1718352200650,85.1,25
1718352200650,85.1,25
1718352201541,85.0,50
1718352201770,85.0,75
1718352202939,84.65,25
1718352203596,84.65,125
1718352203596,84.65,125
1718352204844,84.5,100
1718352205820,84.5,50
1718352206129,84.55,50
1718352206676,84.65,25
1718352206742,84.65,25
1718352207706,84.95,50
1718352207706,84.95,50
1718352208800,84.9,25
1718352209711,84.75,50
1718352209793,84.75,50
1718352210204,84.6,25
1718352210838,83.8,50
1718352210959,83.9,25
1718352211712,83.9,25
1718352211949,84.1,25
1718352212963,84.6,25
1718352213852,84.2,25
1718352214105,83.9,25
1718352214753,83.85,25
1718352214856,83.85,25
1718352215640,83.6,25
1718352216676,83.95,25
1718352216676,83.95,25
1718352217697,83.85,250
1718352217844,83.85,25
1718352218814,83.35,25
1718352219728,83.45,50
1718352219806,83.55,100
1718352220836,83.35,25
1718352221684,83.45,200
1718352222565,83.4,25
1718352222849,83.65,200
1718352223765,83.75,25
1718352223842,83.5,75
1718352224856,83.45,125
1718352225752,83.6,100
1718352225853,83.35,25
1718352226675,83.95,25
1718352226675,83.95,25
1718352227488,83.75,50
1718352228707,83.7,25
1718352228707,83.7,25
1718352229740,83.95,25
1718352229740,83.95,25
1718352230755,84.2,50
1718352230949,84.15,25
1718352231672,84.1,25
1718352231672,84.1,25
1718352232190,84.2,75
1718352232190,84.2,75
1718352233792,83.55,25
1718352234842,83.7,125
1718352234941,83.8,25
1718352235764,83.95,25
1718352236033,83.95,25
1718352236719,84.0,25
1718352236922,83.95,25
1718352237703,83.75,250
1718352238056,83.9,50
1718352238713,84.0,25
1718352238855,83.85,50
1718352239854,84.1,75
1718352240105,84.2,50
1718352240861,84.15,25
1718352241696,84.3,25
1718352242649,84.2,25
1718352242649,84.2,25
1718352243835,84.1,75
1718352243835,84.1,75
1718352244810,84.0,25
1718352245170,84.1,200
1718352245821,84.15,25
1718352246646,83.8,25
1718352247862,83.4,75
1718352248182,83.65,50
1718352248696,83.55,25
1718352248958,83.75,25
1718352249592,83.75,25
1718352250133,83.8,25
1718352250711,83.75,50
1718352250834,83.6,75
1718352251879,83.6,225
1718352252763,83.5,25
1718352253885,83.35,25
1718352253931,83.4,25
1718352254845,83.55,25
1718352254914,83.6,400
1718352255873,83.5,50
1718352256007,83.7,75
1718352256780,83.75,50
1718352257112,83.55,50
1718352257577,83.65,50
1718352258866,83.8,25
1718352258866,83.8,25
1718352259704,83.95,75
1718352259704,83.95,75
1718352260830,84.0,125
1718352261678,84.25,25
1718352261950,84.2,225
1718352262747,83.9,25
1718352262747,83.9,25
1718352263776,83.5,25
1718352264033,83.5,25
1718352264780,83.7,75
1718352265161,83.9,50
1718352265318,83.95,25
1718352265890,83.8,25
1718352266632,83.6,25
1718352267896,83.7,25
1718352268002,83.5,25
1718352268829,83.45,75
1718352269760,83.4,75
1718352269760,83.4,75
1718352270834,83.8,25
1718352271846,83.75,25
1718352272642,83.55,50
1718352273472,83.7,50
1718352273472,83.7,50
1718352274856,83.5,25
1718352275039,83.4,50
1718352275876,83.7,25
1718352276202,83.65,100
1718352276723,83.8,25
1718352277672,83.8,75
1718352278528,83.65,100
1718352279016,83.65,25
1718352279795,84.0,50
1718352280876,84.0,25
1718352281057,83.8,100
1718352281588,84.15,50
1718352282144,84.0,25
1718352282681,84.1,75
1718352282960,84.1,25
1718352283738,83.65,25
1718352284196,83.65,50
1718352284847,84.05,25
1718352285791,84.15,75
1718352286713,83.4,25
1718352287413,83.25,25
1718352287834,83.5,25
1718352288777,83.6,25
1718352289149,83.75,25
1718352289543,83.55,100
1718352290862,82.1,50
1718352291672,82.6,25
1718352292428,82.65,25
1718352293066,82.55,50
1718352293839,82.5,25
1718352294031,82.15,75
1718352294812,82.55,25
1718352295799,82.5,25
1718352296808,82.5,25
1718352296900,82.45,50
1718352297796,82.35,25
1718352298076,82.3,325
1718352298806,82.3,25
1718352299281,81.75,25
1718352299882,81.65,50
1718352300267,81.7,25
1718352300910,81.7,50
1718352301756,82.1,25
1718352302761,82.05,50
1718352303006,81.85,325
1718352303780,81.85,25
1718352304029,81.95,25
1718352304862,81.75,25
1718352305220,81.8,25
1718352305920,81.45,50
1718352306277,81.8,25
1718352306740,82.0,25
1718352307122,81.9,25
1718352307804,81.65,25
1718352308438,82.0,25
1718352308895,81.85,200
1718352309782,81.95,100
1718352310880,81.75,25
1718352311674,82.45,50
1718352311929,82.5,25
1718352312870,82.35,75
1718352313276,82.35,75
1718352313891,82.3,75
1718352314285,82.35,50
1718352314884,82.3,25
1718352315120,82.5,75
1718352315863,82.65,50
1718352316443,82.5,50
1718352316443,82.5,50
1718352317893,82.35,50
1718352318749,82.65,25
1718352319758,82.6,25
1718352320909,82.7,75
1718352321735,82.8,25
1718352322631,82.3,25
1718352323035,82.5,25
1718352323864,82.3,25
1718352324290,82.45,250
1718352324792,82.2,100
1718352325922,82.2,75
1718352326871,81.7,300
1718352327870,81.85,25
1718352328880,81.3,25
1718352329915,81.6,400
1718352330135,81.4,25
1718352330906,81.0,50
1718352330906,81.0,50
1718352331909,81.0,25
1718352332831,81.1,25
1718352333913,81.45,150
1718352334062,81.6,25
1718352334917,81.3,25
1718352335905,81.4,50
1718352336622,81.4,150
1718352337182,81.5,50
1718352337455,81.35,25
1718352338005,81.75,25
1718352338788,81.8,50
1718352339627,81.7,225
1718352340800,81.9,25
1718352341129,81.8,25
1718352341723,81.55,50
1718352342176,81.75,200
1718352342841,81.65,25
1718352343825,81.8,25
1718352344746,81.9,50
1718352345929,81.8,50
1718352345929,81.8,50
1718352346655,81.8,25
1718352347880,81.9,25
1718352348930,81.85,25
1718352348930,81.85,25
1718352349842,81.95,50
1718352350113,81.95,25
1718352350785,81.9,25
1718352351103,81.9,50
1718352351699,81.95,25
1718352351773,82.0,25
1718352352560,82.25,25
1718352353562,82.45,50
1718352354129,82.5,75
1718352354916,82.6,100
1718352355096,82.55,25
1718352355874,82.75,75
1718352356269,82.4,50
1718352356725,82.55,25
1718352357353,82.8,175
1718352357791,82.4,25
1718352357791,82.4,25
1718352358731,82.55,25
1718352359111,82.5,25
1718352359900,82.5,25
1718352360149,82.45,25
1718352360149,82.45,25
1718352360889,82.15,25
1718352361528,82.4,100
1718352361850,82.4,125
1718352362924,82.4,25
1718352363915,82.55,25
1718352364145,82.65,25
1718352364802,82.7,25
1718352365369,82.8,25
1718352365892,82.55,25
1718352366332,82.55,25
1718352366586,82.4,25
1718352366586,82.4,25
1718352367850,82.85,25
1718352368882,82.85,100
1718352369934,83.0,25
1718352370173,83.15,100
1718352370885,83.1,150
1718352371348,83.25,175
1718352371643,83.4,25
1718352371643,83.4,25
1718352372863,83.5,25
1718352373945,83.5,25
1718352373945,83.5,25
1718352374855,83.45,25
1718352375905,83.25,25
1718352376172,83.4,25
1718352376814,83.4,50
1718352376814,83.4,50
1718352377956,83.05,25
1718352378780,82.8,75
1718352378780,82.8,75
1718352379897,82.75,25
1718352380103,82.65,25
1718352380815,82.75,25
1718352381080,82.9,25
1718352381709,82.95,50
1718352381755,82.95,25
1718352382789,82.75,75
1718352383912,82.8,25
1718352384863,82.8,50
1718352384863,82.8,50
1718352385801,82.7,50
1718352386352,82.8,25
1718352386929,83.0,100
1718352387364,82.9,25
1718352388838,82.85,50
1718352388998,82.9,25
1718352389789,83.0,25
1718352390085,83.1,25
1718352390935,82.9,25
1718352391185,83.0,25
1718352391899,83.0,25
1718352391964,83.0,100
1718352392852,83.0,25
1718352394006,83.1,50
1718352394806,83.1,200
1718352394806,83.1,200
1718352395697,83.0,25
1718352396162,82.95,200
1718352396951,83.2,25
1718352397186,83.3,25
1718352397443,83.3,100
1718352398308,83.4,175
1718352399007,83.35,125
1718352399603,83.7,25
1718352400952,83.65,50
1718352401224,83.4,25
1718352401935,83.65,75
1718352402400,83.7,50
1718352403001,83.9,25
1718352403927,83.95,25
1718352404027,83.6,25
1718352404951,83.8,25
1718352405091,83.85,50
1718352405901,83.95,25
1718352406157,84.0,25
1718352406930,83.8,75
1718352406930,83.8,75
1718352407815,83.9,50
1718352407815,83.9,50
1718352408885,83.9,25
1718352409085,83.9,50
1718352409877,83.9,75
1718352410328,83.65,50
1718352410773,83.6,50
1718352411366,83.75,50
1718352411875,83.55,50
1718352412111,83.35,125
1718352412963,83.2,25
1718352413020,83.15,25
1718352413958,83.1,50
1718352414011,83.2,25
1718352414935,83.05,100
1718352414935,83.05,100
1718352415969,83.05,50
1718352416051,83.2,125
1718352416881,83.15,50
1718352417154,83.05,50
1718352417930,83.3,25
1718352418279,83.3,75
1718352418955,83.15,25
1718352418955,83.15,25
1718352419755,83.15,25
1718352420052,83.2,25
1718352420052,83.2,25
1718352420779,83.2,25
1718352421421,83.2,25
1718352421754,83.25,125
1718352421754,83.25,125
1718352422647,83.4,25
1718352423437,83.35,125
1718352423669,83.6,25
1718352424708,83.9,50
1718352425063,83.9,100
1718352425931,84.0,75
1718352426069,83.95,25
1718352426753,84.2,50
1718352426926,84.1,100
1718352427822,84.35,25
1718352428461,83.9,50
1718352428952,84.15,25
1718352429600,83.9,25
1718352429600,83.9,25
1718352430972,83.95,25
1718352431001,83.9,25
1718352431933,83.65,400
1718352432111,83.7,25
1718352432802,83.8,325
1718352433206,83.55,25
1718352433981,83.45,50
1718352433981,83.45,50
1718352434945,82.6,25
1718352435051,82.45,25
1718352436057,82.25,25
1718352436927,81.95,25
1718352437007,81.85,25
1718352437892,82.25,25
1718352438202,82.2,25
1718352438854,82.1,25
1718352439086,82.15,75
1718352439934,81.45,25
1718352440375,81.55,50
1718352440897,81.65,150
1718352441453,81.9,25
1718352441792,81.9,25
1718352442820,81.7,25
1718352442820,81.7,25
1718352443868,81.5,75
1718352444231,81.5,25
1718352444991,81.15,25
1718352445199,81.45,100
1718352445976,81.15,50
1718352446293,81.5,100
1718352446845,81.35,50
1718352447394,81.3,25
1718352447835,81.45,25
1718352448432,81.65,25
1718352448972,81.45,25
1718352449086,81.55,25
1718352449983,81.9,225
1718352449983,81.9,225
1718352450140,81.9,25
1718352450896,81.75,50
1718352451145,81.65,300
1718352451687,81.35,50
1718352452953,81.35,75
1718352452953,81.35,75
1718352453848,81.25,25
1718352454061,81.2,50
1718352455094,81.1,25
1718352455804,81.0,25
1718352456244,80.9,25
1718352456876,80.8,25
1718352457307,80.95,225
1718352457724,80.5,75
1718352458703,80.4,25
1718352458994,80.5,25
1718352459059,80.75,175
1718352459914,80.75,25
1718352460096,80.75,25
1718352460966,80.9,100
1718352461105,81.0,200
1718352461890,81.2,50
1718352462270,81.25,25
1718352462724,81.45,225
1718352463491,81.6,25
1718352464056,81.45,25
1718352464969,81.9,325
1718352464969,81.9,325
1718352466006,81.5,25
1718352466225,81.45,25
1718352466452,81.55,50
1718352467017,81.7,25
1718352468002,81.6,25
1718352468505,81.65,75
1718352468991,81.8,25
1718352469040,81.8,25
1718352470019,81.8,25
1718352470874,81.6,100
1718352471107,81.55,150
1718352471739,81.55,25
1718352472259,81.45,25
1718352472958,81.45,25
1718352473105,81.4,75
1718352473839,81.3,200
1718352474482,81.5,75
1718352474984,81.45,25
1718352475228,81.4,25
1718352475803,81.6,50
1718352476918,81.6,125
1718352476918,81.6,125
1718352477715,81.8,25
1718352478163,81.85,75
1718352478976,81.6,50
1718352479407,81.75,25
1718352479960,81.85,400
1718352480130,82.0,25
1718352480224,81.95,200
1718352480968,82.15,50
1718352481077,82.3,25
1718352481316,81.6,100
1718352483006,81.9,200
1718352483198,82.05,75
1718352483955,82.2,50
1718352484161,82.15,50
1718352484892,81.85,50
1718352485447,81.95,25
1718352485985,81.9,25
1718352485985,81.9,25
1718352486941,81.85,25
1718352486941,81.85,25
1718352487509,82.05,50
1718352488235,81.75,25
1718352488922,82.0,50
1718352489508,82.4,25
1718352489508,82.4,25
1718352490144,82.15,125
1718352491019,82.5,50
1718352491062,82.5,100
1718352492010,82.35,150
1718352492200,82.35,25
1718352492930,82.6,25
1718352493276,82.5,150
1718352493986,82.5,25
1718352494522,83.0,75
1718352494984,82.75,25
1718352495095,82.6,125
1718352495986,83.15,175
1718352496041,83.0,25
1718352496727,82.85,25
1718352497337,83.15,50
1718352497960,83.0,25
1718352498553,83.35,25
1718352498992,83.25,25
1718352499048,83.25,25
1718352499934,82.95,50
1718352500161,83.15,25
1718352500819,83.05,50
1718352501077,83.25,175
1718352501702,83.15,25
1718352501702,83.15,25
1718352502911,83.2,25
1718352503180,83.4,75
1718352503702,83.3,550
1718352504485,83.6,75
1718352504979,83.45,50
1718352505079,83.4,25
1718352505900,83.35,675
1718352505900,83.35,675
1718352506751,83.35,75
1718352507105,83.4,25
1718352507630,83.35,50
1718352508203,83.35,25
1718352508927,83.4,50
1718352509115,83.55,25
1718352509802,83.4,25
1718352510157,83.35,25
1718352510514,83.35,100
1718352510711,83.5,25
1718352511108,83.4,25
1718352511959,83.05,125
1718352511959,83.05,125
1718352512693,83.2,25
1718352513080,83.25,25
1718352513887,83.15,25
1718352514349,82.55,25
1718352514997,82.55,50
1718352515226,82.35,25
1718352515931,82.5,400
1718352516316,82.35,100
1718352516816,82.45,200
1718352517491,82.1,25
1718352518002,82.25,25
1718352518155,82.35,50
1718352518859,82.1,25
1718352519299,82.35,75
1718352519989,82.05,25
1718352520372,82.2,100
1718352520911,82.2,100
1718352521187,82.1,25
1718352521997,82.1,25
1718352522157,82.1,25
1718352523032,82.0,25
1718352523032,82.0,25
1718352523938,82.15,25
1718352524067,82.0,50
1718352524460,82.0,1125
1718352525374,82.1,25
1718352525594,82.2,25
1718352526504,82.1,125
1718352526810,82.25,100
1718352526810,82.25,100
1718352527995,82.45,25
1718352528216,82.25,50
1718352528826,82.15,25
1718352529157,82.15,25
1718352530006,82.25,200
1718352530006,82.25,200
1718352530839,82.45,75
1718352531624,82.5,25
1718352531816,82.45,25
1718352531816,82.45,25
1718352532936,82.65,25
1718352533162,82.45,25
1718352533845,82.35,25
1718352534448,82.45,75
1718352534677,82.5,150
1718352535195,82.45,25
1718352536023,82.25,50
1718352536113,82.35,25
1718352536113,82.35,25
1718352536113,82.35,25
1718352537938,82.35,25
1718352538276,82.2,25
1718352539002,82.4,25
1718352539553,82.35,75
1718352540012,82.25,175
1718352540118,82.1,25
1718352541002,82.25,25
1718352541002,82.25,25
1718352541806,82.15,150
1718352542381,82.0,25
1718352542952,82.1,25
1718352543340,82.4,25
1718352543995,82.2,75
1718352544578,82.5,175
1718352545045,82.5,50
1718352545148,82.4,25
1718352546030,82.4,75
1718352546118,82.4,50
1718352546819,82.4,75
1718352546819,82.4,75
1718352547760,82.55,25
1718352548135,82.5,25
1718352548561,82.45,50
1718352549327,82.8,25
1718352549937,82.6,175
1718352549937,82.6,175
1718352550811,82.6,150
1718352551219,82.55,25
1718352551704,82.7,125
1718352551988,82.7,50
1718352553032,82.9,25
1718352553353,82.9,25
1718352553968,82.75,50
1718352554214,82.75,25
1718352554843,82.7,150
1718352555257,82.6,25
1718352555582,82.4,50
1718352555582,82.4,50
1718352556885,82.3,25
1718352557171,82.3,25
1718352557554,82.25,25
1718352558343,82.3,50
1718352559026,82.4,100
1718352559211,82.3,25
1718352559211,82.3,25
1718352560571,82.45,50
1718352561066,82.2,25
1718352561221,82.3,50
1718352562042,81.8,50
1718352562042,81.8,50
1718352562879,81.95,25
1718352562879,81.95,25
1718352564029,82.4,25
1718352564095,82.4,25
1718352564848,82.4,25
1718352565131,82.25,50
1718352565131,82.25,50
1718352566669,82.4,25
1718352566706,82.2,100
1718352566706,82.2,100
1718352567846,82.15,25
1718352568058,82.3,25
1718352568526,82.3,200
1718352569224,82.5,250
1718352569984,82.4,50
1718352569984,82.4,50
1718352569984,82.4,50
1718352570882,82.5,100
1718352571367,82.55,50
1718352571367,82.55,50
1718352572426,82.5,100
1718352573031,82.55,25
1718352573166,82.6,75
1718352573931,82.3,225
1718352573931,82.3,225
1718352575033,82.15,100
1718352575033,82.15,100
1718352575999,82.15,50
1718352576473,82.25,25
1718352576921,82.2,25
1718352577573,82.25,50
1718352578024,82.3,25
1718352578272,82.2,50
1718352578868,82.5,175
1718352579123,82.55,25
1718352579900,82.7,25
1718352580366,82.3,50
1718352580366,82.3,50
1718352581286,82.55,25
1718352581286,82.55,25
1718352582282,82.35,100
1718352583046,82.4,25
1718352583315,82.45,100
1718352583550,82.55,100
1718352584267,82.3,25
1718352584731,82.5,25
1718352585245,82.45,75
1718352585914,82.5,175
1718352586232,82.35,25
1718352586891,82.3,75
1718352586993,82.3,25
1718352588325,82.4,25
1718352588601,82.35,25
1718352588875,82.45,125
1718352589221,82.4,25
1718352589986,82.25,25
1718352590191,82.35,125
1718352590572,82.2,25
1718352591304,82.3,25
1718352591848,82.2,75
1718352592181,82.1,25
1718352592501,82.1,50
1718352593398,82.2,25
1718352594051,82.2,25
1718352594205,82.1,50
1718352594205,82.1,50
1718352595430,82.2,25
1718352595966,82.25,50
1718352596579,82.1,25
1718352596866,82.25,25
1718352597117,82.25,25
1718352597888,82.15,50
1718352598259,82.2,25
1718352599040,82.25,25
1718352599197,82.15,25
1718352599837,82.1,350
1718352600526,82.05,200
1718352601088,81.95,25
1718352601473,81.95,25
1718352601863,81.85,25
1718352602553,81.8,25
1718352602867,82.0,100
1718352603254,81.9,50
1718352603917,82.0,50
1718352604290,82.05,25
1718352604716,81.85,50
1718352605394,81.65,25
1718352606006,81.5,25
1718352606450,81.5,75
1718352607054,81.5,25
1718352607408,81.3,25
1718352607886,81.5,50
1718352607886,81.5,50
1718352608948,81.45,50
1718352609287,81.7,350
1718352610058,81.6,25
1718352610058,81.6,25
1718352611029,81.55,25
1718352611445,81.65,25
1718352611788,81.85,25
1718352612137,81.9,150
1718352612890,82.0,50
1718352613690,81.75,25
1718352613892,81.85,25
1718352613892,81.85,25
1718352615006,81.35,75
1718352615303,81.5,75
1718352615938,81.45,150
1718352616348,81.3,25
1718352617062,81.3,25
1718352617290,81.25,25
1718352617987,80.95,25
1718352618723,81.0,50
1718352619012,80.65,25
1718352619335,80.8,25
1718352620072,80.95,25
1718352620545,80.65,25
1718352621019,80.75,150
1718352621570,81.1,50
1718352621766,81.2,25
1718352622400,80.9,100
1718352622903,80.9,25
1718352623760,80.5,25
1718352623787,80.35,25
1718352624639,80.65,25
1718352625054,80.75,25
1718352625761,80.7,600
1718352626044,80.5,275
1718352626224,80.45,25
1718352627088,80.75,25
1718352627088,80.75,25
1718352627664,80.55,150
1718352628554,80.45,25
1718352629088,80.35,25
1718352629749,80.65,100
1718352630089,80.65,200
1718352630225,80.7,25
1718352630321,80.55,100
1718352631094,80.65,25
1718352631094,80.65,25
1718352631866,80.7,175
1718352632337,80.65,50
1718352632815,80.6,50
1718352633555,80.65,25
1718352634065,80.95,25
1718352634275,80.75,100
1718352635065,80.95,25
1718352635164,80.95,25
1718352636063,80.55,25
1718352636117,80.5,25
1718352637101,80.75,25
1718352637326,80.6,25
1718352637866,80.8,25
1718352638282,80.9,675
1718352639056,81.15,50
1718352639497,81.1,200
1718352639841,81.2,25
1718352640329,80.8,25
1718352641076,81.05,75
1718352641375,80.9,25
1718352641869,80.95,25
1718352642641,81.45,100
1718352643096,81.65,25
1718352643771,81.55,50
1718352643771,81.55,50
1718352644562,81.9,25
1718352644995,81.85,25
1718352645790,82.3,50
1718352646077,82.4,175
1718352646184,82.5,50
1718352647067,82.05,125
1718352647172,82.1,25
1718352647720,82.25,75
1718352648593,82.55,75
1718352649006,82.65,75
1718352649524,82.5,100
1718352650060,82.55,100
1718352650537,82.6,25
1718352650955,82.45,25
1718352651354,82.55,25
1718352652013,82.4,50
1718352652201,82.4,25
1718352653055,82.25,25
1718352653401,82.35,25
1718352654113,82.3,50
1718352654572,82.0,50
1718352655016,81.7,450
1718352655577,81.6,25
1718352656088,81.7,25
1718352656368,81.85,25
1718352656689,81.9,25
1718352657749,82.1,25
1718352657749,82.1,25
1718352658378,82.1,100
1718352659045,82.1,25
1718352659249,81.9,25
1718352660104,82.0,25
1718352660104,82.0,25
1718352660328,82.15,75
1718352660854,82.25,100
1718352661516,81.95,25
1718352662067,82.1,25
1718352662305,82.2,25
1718352662657,82.1,100
1718352663820,82.15,25
1718352663982,82.2,25
1718352664335,82.25,75
1718352665084,82.6,25
1718352665594,82.65,25
1718352666052,83.15,25
1718352666052,83.15,25
1718352667075,83.05,50
1718352667408,83.1,50
1718352668108,82.8,75
1718352668598,83.25,50
1718352669071,83.2,25
1718352669709,83.35,125
1718352670078,83.2,25
1718352670368,82.95,25
1718352671032,82.85,25
1718352671389,82.85,25
1718352671924,83.1,25
1718352672621,82.9,25
1718352672960,82.5,25
1718352673345,82.7,25
1718352673814,82.65,50
1718352674524,82.85,50
1718352675003,82.8,25
1718352676046,82.5,75
1718352676095,82.4,100
1718352676383,82.8,125
1718352676928,82.85,25
1718352677388,82.9,150
1718352677764,83.0,25
1718352678622,83.2,25
1718352679060,83.2,25
1718352679674,83.3,75
1718352680021,83.2,100
1718352680417,83.4,50
1718352681036,83.3,50
1718352681401,83.25,25
1718352682013,83.3,25
1718352682321,83.2,250
1718352682863,83.45,50
1718352683815,83.25,25
1718352684039,83.15,25
1718352684492,83.2,25
1718352685125,83.15,25
1718352685809,83.25,25
1718352686031,83.3,25
1718352686419,83.35,75
1718352686985,83.2,75
1718352686985,83.2,75
1718352687874,83.2,25
1718352688574,83.2,25
1718352689056,83.5,25
1718352689321,83.3,150
1718352690079,83.3,25
1718352690161,83.2,50
1718352690161,83.2,50
1718352691120,83.4,125
1718352691211,83.5,25
1718352691626,83.5,50
1718352692618,83.45,50
1718352693123,83.45,75
1718352693633,83.35,25
1718352693771,83.25,300
1718352694784,83.3,25
1718352695007,83.2,300
1718352695472,83.4,25
1718352695624,83.5,200
1718352696237,83.45,25
1718352696660,83.55,50
1718352697533,83.6,175
1718352697889,83.65,175
1718352698413,83.65,25
1718352699118,83.6,175
1718352699662,83.7,175
1718352700131,83.7,25
