name,avg_return,avg_volatility,len,interval,period
SPORTKING,0.0979,2.2496,246,1d,1y
SPYL,0.601,5.1623,245,1d,1y
SREEL,0.2238,2.9735,245,1d,1y
SRF,0.0311,1.2968,246,1d,1y
SRGHFL,0.0549,3.0657,157,1d,1y
SRHHYPOLTD,0.044,2.9515,246,1d,1y
SRM,-1.3953,4.18,7,1d,1y
SRPL,-0.601,3.6736,245,1d,1y
SSWL,0.1466,2.4407,246,1d,1y
STAR,0.4003,2.4602,246,1d,1y
STARCEMENT,0.2764,2.4004,246,1d,1y
STARHEALTH,-0.0359,1.4707,246,1d,1y
STARPAPER,0.1589,2.0457,246,1d,1y
STARTECK,0.348,4.2582,245,1d,1y
STCINDIA,0.262,3.6519,246,1d,1y
STEELCAS,0.1163,2.2559,245,1d,1y
STEELCITY,0.0748,2.4481,246,1d,1y
STEELXIND,-0.0187,3.7784,246,1d,1y
STEL,0.3411,3.1836,245,1d,1y
STERTOOLS,-0.1005,2.6457,246,1d,1y
STLTECH,-0.0662,2.3715,246,1d,1y
STOVEKRAFT,0.0493,2.2474,246,1d,1y
STYLAMIND,0.1946,2.1834,245,1d,1y
STYRENIX,0.2684,2.2993,245,1d,1y
SUBEXLTD,-0.02,3.3992,246,1d,1y
SUBROS,0.2699,2.8564,246,1d,1y
SUDARSCHEM,0.1814,2.0142,246,1d,1y
SUKHJITS,0.0722,2.4585,246,1d,1y
SULA,0.1557,2.4088,246,1d,1y
SUMEETINDS,-0.0776,2.895,245,1d,1y
SUMICHEM,-0.0217,1.5992,246,1d,1y
SUMIT,0.3224,2.7479,245,1d,1y
SUMMITSEC,0.2989,2.7026,245,1d,1y
SUNCLAY,0.0592,2.2106,69,1d,1y
SUNDARAM,0.1397,3.1213,246,1d,1y
SUNDARMFIN,0.2725,1.6205,246,1d,1y
SUNDARMHLD,0.4501,3.0347,246,1d,1y
SUNDRMBRAK,0.3011,2.4042,245,1d,1y
SUNDRMFAST,0.0501,1.4524,246,1d,1y
SUNFLAG,0.1429,3.1665,246,1d,1y
SUNPHARMA,0.1748,1.0975,246,1d,1y
SUNTECK,0.1572,2.3209,245,1d,1y
SUNTV,0.1496,1.7194,246,1d,1y
SUPERHOUSE,-0.0211,2.3053,246,1d,1y
SUPERSPIN,0.0192,3.176,245,1d,1y
SUPRAJIT,0.0808,1.8231,246,1d,1y
SUPREMEENG,-0.1179,4.4628,245,1d,1y
SUPREMEIND,0.1852,2.3322,246,1d,1y
SUPREMEINF,0.5243,2.4866,245,1d,1y
SUPRIYA,0.2151,2.6612,246,1d,1y
SURAJEST,0.0208,3.0536,73,1d,1y
SURANASOL,0.3105,3.7315,246,1d,1y
SURANAT&P,0.2446,3.4987,245,1d,1y
SURYALAXMI,0.1444,2.7226,245,1d,1y
SURYAROSNI,0.1628,3.0011,246,1d,1y
SURYODAY,0.2603,2.9141,246,1d,1y
SUTLEJTEX,0.0969,2.8418,246,1d,1y
SUULD,-0.1912,2.7525,245,1d,1y
SUVEN,0.2944,2.8832,246,1d,1y
SUVENPHAR,0.1212,1.6796,246,1d,1y
SUVIDHAA,0.1225,3.1274,245,1d,1y
SUZLON,0.6757,3.3601,246,1d,1y
SVLL,0.2266,3.2277,245,1d,1y
SVPGLOB,-0.1205,2.4174,246,1d,1y
SWANENERGY,0.4348,3.2337,246,1d,1y
SWARAJENG,0.1793,1.8451,246,1d,1y
SWELECTES,0.4956,4.3677,246,1d,1y
SWSOLAR,0.212,2.7757,246,1d,1y
SYMPHONY,-0.0115,1.2607,246,1d,1y
SYNCOMF,0.2861,3.5291,246,1d,1y
SYNGENE,0.0797,1.563,246,1d,1y
SYRMA,0.2061,2.6138,246,1d,1y
TAINWALCHM,0.0816,2.7224,245,1d,1y
TAJGVK,0.2352,2.7135,246,1d,1y
TAKE,0.1329,3.4628,246,1d,1y
TALBROAUTO,0.4773,3.2861,246,1d,1y
TANLA,0.1856,3.0295,246,1d,1y
TARAPUR,0.4035,3.1588,245,1d,1y
TARC,0.4979,2.82,246,1d,1y
TARMAT,0.1452,3.976,246,1d,1y
TARSONS,-0.0966,1.9536,246,1d,1y
TASTYBITE,0.0967,2.4272,245,1d,1y
TATACHEM,0.046,2.0942,246,1d,1y
TATACOMM,0.1753,1.8362,246,1d,1y
TATACONSUM,0.1912,1.3296,246,1d,1y
TATAELXSI,0.0858,1.3537,246,1d,1y
TATAINVEST,0.4954,3.2095,246,1d,1y
TATAMOTORS,0.3161,1.4419,246,1d,1y
TATAMTRDVR,0.4276,1.6977,246,1d,1y
TATAPOWER,0.3266,1.9129,246,1d,1y
TATASTEEL,0.1712,1.5241,246,1d,1y
TATATECH,-0.2112,1.85,89,1d,1y
TATVA,-0.1072,1.7763,246,1d,1y
TBZ,0.2374,2.6163,246,1d,1y
TCI,0.1342,1.5652,245,1d,1y
TCIEXP,-0.1292,1.436,246,1d,1y
TCLCONS,0.5006,5.0111,246,1d,1y
TCNSBRANDS,-0.0647,2.4532,245,1d,1y
TCPLPACK,0.1684,2.3436,245,1d,1y
TCS,0.0926,1.2035,246,1d,1y
TDPOWERSYS,0.2467,2.6257,246,1d,1y
TEAMLEASE,0.1761,2.0002,245,1d,1y
TECHIN,0.4374,3.3424,245,1d,1y
TECHM,0.0545,1.5112,246,1d,1y
TECHNOE,0.3612,2.5573,246,1d,1y
TECILCHEM,-0.0029,3.1405,241,1d,1y
TEGA,0.2738,2.5411,246,1d,1y
TEJASNET,0.0825,2.4155,246,1d,1y
TEMBO,0.1302,2.0896,245,1d,1y
TERASOFT,0.1504,3.6023,245,1d,1y
TEXINFRA,0.2601,3.6936,246,1d,1y
TEXMOPIPES,0.2191,3.9815,246,1d,1y
TEXRAIL,0.5394,3.4722,246,1d,1y
TFCILTD,0.3513,3.8275,246,1d,1y
TFL,0.068,3.387,245,1d,1y
TGBHOTELS,0.233,3.173,246,1d,1y
THANGAMAYL,0.3709,2.7485,246,1d,1y
THEINVEST,0.2811,3.0547,246,1d,1y
THEJO,0.2662,2.9298,246,1d,1y
THEMISMED,0.1961,3.0513,246,1d,1y
THERMAX,0.2837,2.0703,245,1d,1y
THOMASCOOK,0.4143,2.8437,246,1d,1y
THOMASCOTT,0.7093,2.489,246,1d,1y
THYROCARE,0.1035,1.9811,246,1d,1y
TI,0.2827,2.7569,246,1d,1y
TIDEWATER,0.2517,1.9873,245,1d,1y
TIIL,0.1449,3.5325,245,1d,1y
TIINDIA,0.1251,2.4123,245,1d,1y
TIJARIA,0.4104,3.0705,246,1d,1y
TIL,0.1309,14.4209,246,1d,1y
TIMESGTY,0.2322,3.6935,245,1d,1y
TIMETECHNO,0.4772,2.8469,246,1d,1y
TIMKEN,-0.0044,1.583,245,1d,1y
TIPSFILMS,0.2281,3.2407,246,1d,1y
TIPSINDLTD,0.4208,2.6849,246,1d,1y
TIRUMALCHM,0.1565,2.5345,246,1d,1y
TIRUPATIFL,0.1872,2.7214,245,1d,1y
TITAGARH,0.4889,3.0862,246,1d,1y
TITAN,0.1373,1.1224,246,1d,1y
TMB,0.077,1.8261,245,1d,1y
TNPETRO,0.0441,2.319,245,1d,1y
TNPL,0.0451,2.3508,245,1d,1y
TNTELE,0.2087,2.8938,245,1d,1y
TOKYOPLAST,0.0475,2.9268,245,1d,1y
TORNTPHARM,0.2004,1.4053,246,1d,1y
TORNTPOWER,0.4392,2.3939,246,1d,1y
TOTAL,-0.0951,2.6562,246,1d,1y
TOUCHWOOD,-0.1313,3.0889,246,1d,1y
TPHQ,0.0535,3.3214,240,1d,1y
TPLPLASTEH,0.3739,3.6664,245,1d,1y
TRACXN,0.1429,2.9076,246,1d,1y
TREEHOUSE,0.131,3.2773,245,1d,1y
TREJHARA,0.4843,3.0945,245,1d,1y
TREL,0.1801,3.9944,163,1d,1y
TRENT,0.4452,1.916,246,1d,1y
TRF,0.4026,3.3612,245,1d,1y
TRIDENT,0.0976,2.5841,246,1d,1y
TRIGYN,0.1014,3.103,246,1d,1y
TRIL,0.8806,4.1167,245,1d,1y
TRITURBINE,0.1912,2.7983,246,1d,1y
TRIVENI,0.0904,2.2687,246,1d,1y
TRU,0.1009,3.7433,197,1d,1y
TTKHLTCARE,0.091,1.5939,245,1d,1y
TTKPRESTIG,-0.005,1.1952,246,1d,1y
TTL,0.1408,2.8667,245,1d,1y
TTML,0.0943,2.8772,246,1d,1y
TV18BRDCST,0.1831,3.0675,246,1d,1y
TVSELECT,-0.0789,2.335,246,1d,1y
TVSHLTD,0.3846,1.9213,246,1d,1y
TVSMOTOR,0.2308,1.4704,246,1d,1y
TVSSCS,-0.0912,2.2808,155,1d,1y
TVSSRICHAK,0.199,1.8492,245,1d,1y
TVTODAY,0.067,2.0354,246,1d,1y
TVVISION,0.3071,3.315,245,1d,1y
UBL,0.1174,1.3079,246,1d,1y
UCAL,0.0677,2.8118,175,1d,1y
UCOBANK,0.3011,3.1892,246,1d,1y
UDS,0.0712,2.6026,128,1d,1y
UFLEX,0.061,1.9994,246,1d,1y
UFO,0.2863,2.847,246,1d,1y
UGARSUGAR,-0.1,2.5734,246,1d,1y
UGROCAP,0.1946,2.7646,245,1d,1y
UJJIVAN,0.3036,2.4154,246,1d,1y
UJJIVANSFB,0.2856,2.4963,246,1d,1y
ULTRACEMCO,0.0946,1.2027,246,1d,1y
UMAEXPORTS,0.3329,3.4525,245,1d,1y
UMANGDAIRY,0.1604,3.2481,246,1d,1y
UMESLTD,0.1117,3.5532,245,1d,1y
UNICHEMLAB,0.1568,2.0964,246,1d,1y
UNIDT,0.0286,2.8889,245,1d,1y
UNIENTER,-0.0191,2.1869,246,1d,1y
UNIINFO,0.2499,4.4436,245,1d,1y
UNIONBANK,0.3106,2.2224,246,1d,1y
UNIPARTS,0.029,1.9793,245,1d,1y
UNITECH,0.8188,3.615,246,1d,1y
UNITEDPOLY,-0.0231,2.5086,245,1d,1y
UNITEDTEA,0.0873,1.8226,246,1d,1y
UNIVASTU,0.2166,2.747,245,1d,1y
UNIVCABLES,0.0958,2.7732,246,1d,1y
UNIVPHOTO,-0.0114,2.5163,245,1d,1y
UNOMINDA,0.1491,1.7627,246,1d,1y
UPL,-0.1567,1.56,246,1d,1y
URAVI,0.3936,3.3791,245,1d,1y
URJA,0.4152,4.174,246,1d,1y
USHAMART,0.1831,2.5034,246,1d,1y
USK,0.2419,3.5533,246,1d,1y
UTIAMC,0.1114,1.6471,245,1d,1y
UTKARSHBNK,0.0613,2.736,178,1d,1y
UTTAMSUGAR,0.1253,2.7668,246,1d,1y
V2RETAIL,0.7306,2.8577,246,1d,1y
VADILALIND,0.3024,2.9064,245,1d,1y
VAIBHAVGBL,0.0757,2.512,246,1d,1y
VAISHALI,0.0487,2.9044,245,1d,1y
VAKRANGEE,0.187,3.337,246,1d,1y
VALIANTLAB,-0.0164,2.8455,126,1d,1y
VALIANTORG,-0.0307,2.4984,246,1d,1y
VARDHACRLC,0.0596,2.5952,246,1d,1y
VARDMNPOLY,0.2991,2.7075,245,1d,1y
VARROC,0.2721,2.5708,246,1d,1y
VASCONEQ,0.3708,3.5322,246,1d,1y
VASWANI,0.2234,3.8942,246,1d,1y
VBL,0.2702,1.8579,246,1d,1y
VEDL,0.1233,1.9536,246,1d,1y
VENKEYS,0.0646,2.1494,245,1d,1y
VENUSPIPES,0.3312,2.385,246,1d,1y
VENUSREM,0.3862,4.3644,246,1d,1y
VERANDA,0.0109,3.4242,245,1d,1y
VERTOZ,0.5372,3.4991,246,1d,1y
VESUVIUS,0.2762,2.6191,246,1d,1y
VETO,0.1535,2.8836,246,1d,1y
VGUARD,0.1239,1.5555,246,1d,1y
VHL,0.0516,1.54,245,1d,1y
VHLTD,-0.5827,14.0171,245,1d,1y
VIDHIING,0.0919,1.9293,245,1d,1y
VIJAYA,0.2308,2.1406,246,1d,1y
VIJIFIN,0.1095,3.4095,245,1d,1y
VIKASECO,0.1529,3.7789,246,1d,1y
VIKASLIFE,0.1839,3.8563,246,1d,1y
VIMTALABS,0.1216,2.5474,245,1d,1y
VINATIORGA,-0.1023,1.1302,246,1d,1y
VINDHYATEL,0.1583,2.5319,245,1d,1y
VINEETLAB,0.0514,3.2388,245,1d,1y
VINNY,-0.2684,2.8925,245,1d,1y
VINYLINDIA,-0.1468,2.6431,246,1d,1y
VIPCLOTHNG,-0.0687,2.476,246,1d,1y
VIPIND,-0.0466,1.9303,246,1d,1y
VIPULLTD,0.3351,3.2136,245,1d,1y
VIRINCHI,-0.0181,3.2785,234,1d,1y
VISAKAIND,0.1689,3.2413,246,1d,1y
VISHNU,0.0334,2.2034,246,1d,1y
VISHWARAJ,0.028,2.4193,246,1d,1y
VIVIDHA,0.057,4.4544,246,1d,1y
VLEGOV,0.5347,4.1323,161,1d,1y
VLSFINANCE,0.2093,2.7011,245,1d,1y
VMART,-0.0081,1.6518,246,1d,1y
VOLTAMP,0.5204,3.0411,246,1d,1y
VOLTAS,0.1893,1.6462,246,1d,1y
VPRPL,0.084,3.3911,147,1d,1y
VRLLOG,-0.0565,1.9245,246,1d,1y
VSSL,0.042,2.2504,246,1d,1y
VSTIND,0.0505,1.6936,245,1d,1y
VSTL,-1.163,5.2647,35,1d,1y
VSTTILLERS,0.1167,1.8885,245,1d,1y
VTL,0.1721,2.0794,245,1d,1y
WABAG,0.3293,2.5635,246,1d,1y
WALCHANNAG,0.4871,3.0877,246,1d,1y
WANBURY,0.5817,2.6972,246,1d,1y
WEALTH,0.3898,3.2496,245,1d,1y
WEBELSOLAR,0.8162,3.4619,246,1d,1y
WEIZMANIND,0.1421,3.5525,245,1d,1y
WEL,0.5565,3.7191,245,1d,1y
WELCORP,0.3883,2.3979,246,1d,1y
WELENT,0.3778,2.8802,246,1d,1y
WELINV,0.4281,3.4952,245,1d,1y
WELSPUNLIV,0.2547,3.0084,246,1d,1y
WENDT,0.1454,2.6687,245,1d,1y
WESTLIFE,0.0668,1.8656,245,1d,1y
WEWIN,0.2973,3.9473,245,1d,1y
WHEELS,0.0609,2.2777,246,1d,1y
WHIRLPOOL,0.0252,1.4126,246,1d,1y
WILLAMAGOR,0.2601,4.0905,245,1d,1y
WINDLAS,0.3129,2.7453,246,1d,1y
WINDMACHIN,0.2967,3.7793,245,1d,1y
WINSOME,1.2791,25.9297,245,1d,1y
WIPL,0.2481,2.3687,245,1d,1y
WIPRO,0.1002,1.4374,246,1d,1y
WOCKPHARMA,0.4839,3.2303,246,1d,1y
WONDERLA,0.3424,2.4935,245,1d,1y
WORTH,0.0649,2.6967,245,1d,1y
WSI,0.4725,3.3917,246,1d,1y
WSTCSTPAPR,0.0335,2.3812,246,1d,1y
XCHANGING,0.3196,3.6843,246,1d,1y
XELPMOC,0.0373,3.3782,245,1d,1y
XPROINDIA,0.193,2.8059,246,1d,1y
YAARI,-0.1174,2.9869,245,1d,1y
YASHO,0.0632,2.6617,157,1d,1y
YATHARTH,0.208,2.8454,167,1d,1y
YATRA,0.062,2.4686,131,1d,1y
YESBANK,0.1867,2.7349,246,1d,1y
YUKEN,0.2244,2.7193,245,1d,1y
ZAGGLE,0.4423,4.2559,134,1d,1y
ZEEL,-0.1432,4.0385,246,1d,1y
ZEELEARN,0.2178,2.3683,245,1d,1y
ZEEMEDIA,0.1003,3.8735,246,1d,1y
ZENITHEXPO,0.343,3.1257,245,1d,1y
ZENITHSTL,0.2633,2.8243,245,1d,1y
ZENSARTECH,0.3166,2.5855,246,1d,1y
ZENTEC,0.4738,3.0024,246,1d,1y
ZFCVINDIA,0.1432,1.882,246,1d,1y
ZIMLAB,0.09,3.0895,246,1d,1y
ZODIAC,0.5495,2.8964,230,1d,1y
ZODIACLOTH,0.1033,2.8005,246,1d,1y
ZOMATO,0.5191,2.3372,246,1d,1y
ZOTA,0.2471,2.496,245,1d,1y
ZUARI,0.1689,2.9699,246,1d,1y
ZUARIIND,0.4443,3.2093,246,1d,1y
ZYDUSLIFE,0.2642,1.4127,246,1d,1y
ZYDUSWELL,0.0168,1.2168,245,1d,1y
