name,avg_return,avg_volatility,len,interval,period
MANGCHEFER,0.0039,0.1721,2237,1m,7d
MANGLMCEM,0.0063,0.1816,2038,1m,7d
MANINDS,-0.0029,0.4268,1803,1m,7d
MANINFRA,0.0005,0.1238,2406,1m,7d
MANKIND,-0.001,0.1045,2619,1m,7d
MANOMAY,0.0189,1.4917,113,1m,7d
MANORAMA,0.0044,0.3003,2049,1m,7d
MANORG,-0.0029,0.326,887,1m,7d
MANUGRAPH,-0.0072,2.2824,208,1m,7d
MANYAVAR,-0.0015,0.1059,2613,1m,7d
MAPMYINDIA,-0.0014,0.1098,2374,1m,7d
MARALOVER,0.0072,0.3959,708,1m,7d
MARATHON,-0.0061,0.3024,1760,1m,7d
MARICO,0.0011,0.0786,2617,1m,7d
MARINE,-0.001,0.3006,1882,1m,7d
MARKSANS,-0.0,0.1439,2615,1m,7d
MARSHALL,0.0199,0.7701,323,1m,7d
MARUTI,-0.0006,0.0701,2622,1m,7d
MASFIN,0.0002,0.1424,2207,1m,7d
MASKINVEST,-0.094,2.1444,78,1m,7d
MASTEK,0.0002,0.1248,2423,1m,7d
MATRIMONY,0.0017,0.1923,1362,1m,7d
MAWANASUG,0.0028,0.2388,1249,1m,7d
MAXESTATES,0.003,0.2182,1508,1m,7d
MAXHEALTH,0.0024,0.1069,2622,1m,7d
MAXIND,0.0021,0.7448,1852,1m,7d
MAYURUNIQ,0.0018,0.1327,2149,1m,7d
MAZDA,0.0055,0.293,1467,1m,7d
MAZDOCK,0.0039,0.1587,2621,1m,7d
MBAPL,-0.0058,0.3337,977,1m,7d
MBECL,-0.0131,1.2445,315,1m,7d
MBLINFRA,0.0023,0.6769,1576,1m,7d
MCDOWELL-N,0.001,0.0922,2621,1m,7d
MCL,0.009,1.3792,679,1m,7d
MCLEODRUSS,0.0003,0.4867,567,1m,7d
MCX,0.0028,0.1408,2622,1m,7d
MEDANTA,0.0019,0.1299,2617,1m,7d
MEDIASSIST,0.0011,0.1983,2550,1m,7d
MEDICAMEQ,0.005,0.2809,977,1m,7d
MEDICO,-0.0023,0.7112,1303,1m,7d
MEDPLUS,-0.0001,0.1244,2081,1m,7d
MEGASOFT,-0.0085,0.3594,1719,1m,7d
MEGASTAR,0.0017,0.4111,826,1m,7d
MELSTAR,-0.0087,3.7859,111,1m,7d
MENONBE,0.0042,0.2613,1325,1m,7d
MEP,-0.0117,0.6371,1647,1m,7d
METALFORGE,0.0746,2.4129,194,1m,7d
METROBRAND,-0.0026,0.1184,2601,1m,7d
METROPOLIS,0.0028,0.1646,2585,1m,7d
MFSL,0.0008,0.0865,2604,1m,7d
MGEL,-0.0002,0.4353,1300,1m,7d
MGL,0.0011,0.104,2604,1m,7d
MHLXMIRU,0.0101,0.3894,1129,1m,7d
MHRIL,-0.0013,0.1302,2261,1m,7d
MICEL,-0.0009,0.3151,2402,1m,7d
MIDHANI,0.0008,0.1445,2585,1m,7d
MINDACORP,0.0,0.1141,2525,1m,7d
MINDTECK,0.0144,0.3352,2098,1m,7d
MIRCELECTR,0.0001,0.4104,1739,1m,7d
MIRZAINT,0.0006,0.4519,1702,1m,7d
MITCON,-0.0001,1.3991,295,1m,7d
MITTAL,0.006,0.3356,484,1m,7d
MKPL,0.0042,0.3768,418,1m,7d
MMFL,-0.0015,0.1138,1761,1m,7d
MMP,0.0043,0.3658,1296,1m,7d
MMTC,0.0006,0.1937,2610,1m,7d
MODIRUBBER,0.0322,1.0694,851,1m,7d
MODISONLTD,0.0086,0.3693,1796,1m,7d
MODTHREAD,0.6371,1.1034,4,1m,7d
MOHITIND,0.0238,0.8238,514,1m,7d
MOIL,0.0012,0.1458,2620,1m,7d
MOKSH,-0.0027,0.823,701,1m,7d
MOL,0.0013,0.1554,2511,1m,7d
MOLDTECH,0.0012,0.2705,2441,1m,7d
MOLDTKPAC,0.0019,0.1261,2137,1m,7d
MONARCH,0.0035,0.3427,1321,1m,7d
MONTECARLO,-0.0023,0.1847,1119,1m,7d
MOREPENLAB,-0.0008,0.1313,2603,1m,7d
MOTHERSON,0.0001,0.0927,2621,1m,7d
MOTILALOFS,0.0058,0.1732,2570,1m,7d
MOTISONS,0.0004,0.1912,2382,1m,7d
MOTOGENFIN,0.0021,1.0721,340,1m,7d
MPHASIS,0.0,0.0886,2617,1m,7d
MPSLTD,0.004,0.1828,1193,1m,7d
MRF,-0.0015,0.0646,2453,1m,7d
MRO-TEK,0.0057,0.494,1252,1m,7d
MRPL,-0.0028,0.138,2619,1m,7d
MSPL,-0.0013,0.3626,1709,1m,7d
MSTCLTD,-0.0001,0.1432,2507,1m,7d
MSUMI,0.0006,0.1091,2620,1m,7d
MTARTECH,-0.0004,0.11,2612,1m,7d
MTEDUCARE,0.0255,1.4699,232,1m,7d
MTNL,0.0011,0.2037,2568,1m,7d
MUFIN,-0.0023,0.2665,2108,1m,7d
MUFTI,0.002,0.1893,2358,1m,7d
MUKANDLTD,0.0023,0.2224,1911,1m,7d
MUKKA,-0.0009,0.1574,2619,1m,7d
MUKTAARTS,-0.0381,1.4415,136,1m,7d
MUNJALAU,-0.0005,0.2723,1601,1m,7d
MUNJALSHOW,-0.0029,0.2051,1552,1m,7d
MURUDCERA,0.0016,0.4367,881,1m,7d
MUTHOOTCAP,0.0003,0.2136,1294,1m,7d
MUTHOOTFIN,0.0026,0.1095,2621,1m,7d
MUTHOOTMF,0.0017,0.1354,2456,1m,7d
MVGJL,-0.0054,0.2848,1600,1m,7d
NACLIND,0.0015,0.2541,1570,1m,7d
NAGAFERT,0.0015,0.3662,1951,1m,7d
NAGREEKCAP,0.2297,2.7096,75,1m,7d
NAGREEKEXP,-0.0031,0.5327,968,1m,7d
NAHARCAP,-0.0013,0.4143,462,1m,7d
NAHARINDUS,0.0054,0.3129,861,1m,7d
NAHARPOLY,0.0001,0.3654,902,1m,7d
NAHARSPING,0.0007,0.2921,1150,1m,7d
NAM-INDIA,0.0046,0.1418,2620,1m,7d
NARMADA,-0.006,1.2319,262,1m,7d
NATCOPHARM,-0.001,0.1258,2618,1m,7d
NATHBIOGEN,0.0033,0.2785,1050,1m,7d
NATIONALUM,0.0022,0.1495,2621,1m,7d
NAUKRI,0.0025,0.1256,2622,1m,7d
NAVA,-0.0006,0.1237,2406,1m,7d
NAVINFLUOR,0.0018,0.0939,2614,1m,7d
NAVKARCORP,0.0011,0.2269,2375,1m,7d
NAVNETEDUL,0.0012,0.1535,2116,1m,7d
NAZARA,-0.0031,0.1261,2590,1m,7d
NBCC,0.0017,0.1493,2622,1m,7d
NBIFIN,0.0045,0.8057,206,1m,7d
NCC,-0.0003,0.1523,2621,1m,7d
NCLIND,0.0019,0.1927,2176,1m,7d
NDGL,0.0514,1.2444,167,1m,7d
NDL,0.0124,0.4256,1782,1m,7d
NDLVENTURE,0.0081,0.6238,411,1m,7d
NDRAUTO,-0.0005,0.356,1208,1m,7d
NDTV,-0.0004,0.135,2182,1m,7d
NECCLTD,0.0043,0.3976,1918,1m,7d
NECLIFE,-0.0037,0.311,1792,1m,7d
NELCAST,0.0043,0.2218,1572,1m,7d
NELCO,0.0001,0.1546,2221,1m,7d
NEOGEN,0.0045,0.1882,2424,1m,7d
NESCO,-0.0016,0.1298,1878,1m,7d
NESTLEIND,-0.001,0.066,2622,1m,7d
NETWEB,-0.001,0.1411,2514,1m,7d
NETWORK18,-0.0008,0.3117,2505,1m,7d
NEULANDLAB,0.001,0.1742,2478,1m,7d
NEWGEN,-0.0004,0.1472,2492,1m,7d
NEXTMEDIA,0.0106,1.9392,357,1m,7d
NFL,0.001,0.1446,2617,1m,7d
NGIL,0.0105,0.6014,1212,1m,7d
NGLFINE,0.0022,0.3607,980,1m,7d
NH,-0.0001,0.1239,2619,1m,7d
NHPC,-0.0001,0.1013,2622,1m,7d
NIACL,-0.0025,0.1178,2595,1m,7d
NIBL,0.0041,1.3435,609,1m,7d
NIITLTD,-0.0005,0.1301,2332,1m,7d
NIITMTS,-0.0023,0.1653,1602,1m,7d
NILAINFRA,-0.0036,0.7334,586,1m,7d
NILASPACES,-0.0018,0.4244,1998,1m,7d
NILKAMAL,0.006,0.2418,2082,1m,7d
NINSYS,-0.008,0.4123,607,1m,7d
NIPPOBATRY,0.0067,0.3979,1132,1m,7d
NIRAJ,0.0113,0.998,706,1m,7d
NIRAJISPAT,,,0,1m,7d
NITCO,-0.004,0.7855,369,1m,7d
NITINSPIN,0.0013,0.2174,1633,1m,7d
NITIRAJ,-0.0136,0.9916,264,1m,7d
NKIND,-0.0326,2.3011,71,1m,7d
NLCINDIA,0.0011,0.1529,2622,1m,7d
NMDC,0.0038,0.1076,2622,1m,7d
NOCIL,0.0009,0.1388,2477,1m,7d
NOIDATOLL,0.0336,0.6514,170,1m,7d
NORBTEAEXP,-0.0306,2.1838,208,1m,7d
NOVAAGRI,0.0004,0.1547,2481,1m,7d
NRAIL,0.0025,0.4271,812,1m,7d
NRBBEARING,0.0029,0.1957,2360,1m,7d
NRL,-0.0103,0.3507,2152,1m,7d
NSIL,-0.0001,0.2757,1053,1m,7d
NSLNISP,0.0013,0.1709,2620,1m,7d
NTPC,0.002,0.0919,2621,1m,7d
NUCLEUS,0.0017,0.2441,2017,1m,7d
NURECA,0.0008,0.221,1346,1m,7d
NUVAMA,0.0039,0.1733,2552,1m,7d
NUVOCO,-0.0013,0.1107,2505,1m,7d
NYKAA,0.0037,0.1492,2621,1m,7d
OAL,0.0003,0.3039,996,1m,7d
OBCL,0.0004,0.4065,1034,1m,7d
OBEROIRLTY,-0.0011,0.0936,2620,1m,7d
OCCL,0.0033,0.2044,1155,1m,7d
OFSS,-0.0026,0.0825,2621,1m,7d
OIL,-0.0012,0.1462,2622,1m,7d
OILCOUNTUB,0.2383,0.8679,41,1m,7d
OLECTRA,-0.0022,0.1137,2619,1m,7d
OMAXAUTO,0.0013,0.9641,477,1m,7d
OMAXE,0.0,0.3115,2024,1m,7d
OMINFRAL,-0.0012,0.2813,2063,1m,7d
OMKARCHEM,0.1539,1.9763,169,1m,7d
ONELIFECAP,-0.0658,0.5732,461,1m,7d
ONEPOINT,-0.0013,0.5598,1442,1m,7d
ONGC,-0.0015,0.0771,2621,1m,7d
ONMOBILE,0.0061,0.2272,2494,1m,7d
ONWARDTEC,0.0024,0.1802,1598,1m,7d
OPTIEMUS,0.0012,0.1939,1851,1m,7d
ORBTEXP,-0.0024,0.3107,530,1m,7d
ORCHPHARMA,0.0003,0.2471,2344,1m,7d
ORICONENT,0.0035,0.4142,2124,1m,7d
ORIENTALTL,0.0,1.3384,527,1m,7d
ORIENTBELL,-0.0004,0.2586,854,1m,7d
ORIENTCEM,-0.002,0.1269,2439,1m,7d
ORIENTCER,0.0026,0.3259,1152,1m,7d
ORIENTELEC,-0.0006,0.1272,2419,1m,7d
ORIENTHOT,0.0013,0.1765,2356,1m,7d
ORIENTLTD,0.0096,0.9579,445,1m,7d
ORIENTPPR,-0.0005,0.1445,2295,1m,7d
ORISSAMINE,0.0057,0.1986,1859,1m,7d
ORTEL,1.1453,1.8819,15,1m,7d
ORTINLAB,-0.0022,1.1188,561,1m,7d
OSIAHYPER,0.0041,0.3392,1930,1m,7d
OSWALAGRO,0.002,0.4186,1280,1m,7d
OSWALGREEN,0.0046,0.2815,2309,1m,7d
OSWALSEEDS,0.0088,0.6248,1944,1m,7d
PAGEIND,0.0009,0.102,2555,1m,7d
PAISALO,0.0091,0.2923,2594,1m,7d
PAKKA,-0.0028,0.1815,2032,1m,7d
PALASHSECU,-0.0039,0.8413,835,1m,7d
PALREDTEC,-0.0058,0.8568,477,1m,7d
PANACEABIO,0.004,0.2552,1809,1m,7d
PANACHE,-0.0023,1.0174,470,1m,7d
PANAMAPET,-0.0042,0.148,1711,1m,7d
PANSARI,0.0367,1.0596,453,1m,7d
PAR,0.0051,0.4028,1284,1m,7d
PARACABLES,0.005,0.2817,2460,1m,7d
PARADEEP,0.0,0.1128,2585,1m,7d
PARAGMILK,-0.0009,0.124,2552,1m,7d
PARAS,0.0022,0.1208,2579,1m,7d
PARASPETRO,0.2199,0.5976,42,1m,7d
PARKHOTELS,-0.0002,0.1383,2526,1m,7d
PARSVNATH,-0.0079,0.4919,1598,1m,7d
PASUPTAC,-0.001,0.3821,1379,1m,7d
PATANJALI,-0.0012,0.123,2608,1m,7d
PATELENG,-0.001,0.1414,2616,1m,7d
PATINTLOG,-0.0013,0.3088,1582,1m,7d
PAVNAIND,-0.0008,0.9898,265,1m,7d
PAYTM,-0.0023,0.1186,2620,1m,7d
PCBL,-0.0003,0.1137,2619,1m,7d
PCJEWELLER,-0.0024,0.1987,2557,1m,7d
PDMJEPAPER,0.0011,0.2675,1862,1m,7d
PDSL,-0.0025,0.2007,2021,1m,7d
PEARLPOLY,0.0129,0.4852,1274,1m,7d
PEL,-0.0,0.0829,2620,1m,7d
PENIND,-0.0008,0.1484,2532,1m,7d
PENINLAND,-0.0019,0.2613,2053,1m,7d
PERSISTENT,0.0003,0.13,2622,1m,7d
PETRONET,0.004,0.1199,2620,1m,7d
PFC,-0.0,0.1049,2621,1m,7d
PFIZER,-0.0022,0.0992,2369,1m,7d
PFOCUS,-0.0009,0.3146,1219,1m,7d
PFS,0.0002,0.3666,2382,1m,7d
PGEL,0.0011,0.1619,2105,1m,7d
PGHH,-0.0005,0.1146,1790,1m,7d
PGHL,-0.0,0.0945,1932,1m,7d
PGIL,-0.0023,0.3514,818,1m,7d
PHOENIXLTD,0.0014,0.151,2621,1m,7d
PIDILITIND,-0.0002,0.0591,2620,1m,7d
PIGL,-0.0053,1.0356,398,1m,7d
PIIND,-0.0,0.0956,2618,1m,7d
PILANIINVS,0.0025,0.2234,951,1m,7d
PILITA,-0.0065,0.8712,470,1m,7d
PIONEEREMB,0.0069,0.9862,387,1m,7d
PITTIENG,0.0026,0.17,2260,1m,7d
PIXTRANS,0.0002,0.3049,1793,1m,7d
PKTEA,-0.0399,1.1123,96,1m,7d
PLASTIBLEN,0.0047,0.3378,1137,1m,7d
PLATIND,-0.0005,0.2306,2351,1m,7d
PLAZACABLE,0.0017,0.2691,1961,1m,7d
PNB,0.0025,0.1035,2619,1m,7d
PNBGILTS,-0.001,0.1494,2263,1m,7d
PNBHOUSING,0.0018,0.1528,2611,1m,7d
PNC,0.0051,0.4958,967,1m,7d
PNCINFRA,0.0004,0.1349,2606,1m,7d
POCL,-0.0012,0.2945,1334,1m,7d
PODDARHOUS,0.0196,1.8004,104,1m,7d
PODDARMENT,-0.0047,0.3754,757,1m,7d
POKARNA,0.0037,0.2071,1603,1m,7d
POLICYBZR,0.0031,0.1793,2619,1m,7d
POLYCAB,0.0009,0.0847,2620,1m,7d
POLYMED,-0.0006,0.1219,2143,1m,7d
POLYPLEX,0.0002,0.1313,2347,1m,7d
PONNIERODE,-0.0006,0.2189,1050,1m,7d
POONAWALLA,0.0009,0.1114,2613,1m,7d
POWERGRID,-0.0006,0.0797,2621,1m,7d
POWERINDIA,0.0024,0.1478,2420,1m,7d
POWERMECH,-0.0017,0.1315,2102,1m,7d
PPAP,0.0013,0.4155,784,1m,7d
PPL,0.0015,0.2063,1997,1m,7d
PPLPHARMA,0.0016,0.1217,2618,1m,7d
PRAENG,-0.0069,0.9978,555,1m,7d
PRAJIND,-0.0021,0.0958,2618,1m,7d
PRAKASH,-0.0012,0.1653,2396,1m,7d
PRAKASHSTL,0.0043,0.6162,920,1m,7d
PRAXIS,-0.0339,0.8931,230,1m,7d
PRECAM,-0.0032,0.1689,1725,1m,7d
PRECOT,0.256,1.1558,36,1m,7d
PRECWIRE,-0.0018,0.171,1940,1m,7d
PREMEXPLN,0.0079,0.2805,2305,1m,7d
PREMIER,0.1104,2.8272,122,1m,7d
PREMIERPOL,-0.0067,0.3468,1091,1m,7d
PRESTIGE,-0.0036,0.1718,2619,1m,7d
PRICOLLTD,-0.0,0.1202,2594,1m,7d
PRIMESECU,-0.0014,0.3657,724,1m,7d
PRINCEPIPE,0.0008,0.1221,2523,1m,7d
PRITI,0.0041,0.4632,1329,1m,7d
PRITIKAUTO,-0.1208,0.5265,42,1m,7d
PRIVISCL,0.0042,0.1992,1882,1m,7d
PROZONER,-0.0002,0.282,1882,1m,7d
PRSMJOHNSN,-0.0018,0.182,2241,1m,7d
PRUDENT,0.004,0.1999,1792,1m,7d
PRUDMOULI,0.2555,0.7974,28,1m,7d
PSB,-0.0018,0.1516,2602,1m,7d
PSPPROJECT,-0.0034,0.2225,2018,1m,7d
PTC,-0.0001,0.1172,2605,1m,7d
PTCIL,-0.0015,0.1811,1314,1m,7d
PTL,-0.0013,0.2375,1544,1m,7d
PUNJABCHEM,0.0097,0.3258,1195,1m,7d
PURVA,0.014,0.2917,2486,1m,7d
PVP,-0.0019,0.3342,2078,1m,7d
PVRINOX,0.0008,0.0743,2619,1m,7d
PVSL,0.0,0.1661,2461,1m,7d
PYRAMID,0.001,0.2232,1631,1m,7d
QUESS,0.0046,0.1611,2530,1m,7d
QUICKHEAL,-0.0021,0.1903,2144,1m,7d
RACE,-0.0047,0.4085,659,1m,7d
RADAAN,-0.1426,0.7558,79,1m,7d
RADHIKAJWE,-0.0014,0.2216,2394,1m,7d
RADIANTCMS,0.002,0.1783,1873,1m,7d
RADICO,0.0015,0.1052,2563,1m,7d
RADIOCITY,-0.0038,0.2583,1983,1m,7d
RAILTEL,-0.001,0.1242,2618,1m,7d
RAIN,0.0024,0.1442,2614,1m,7d
RAINBOW,-0.0004,0.1273,2555,1m,7d
RAJESHEXPO,0.0013,0.1242,2616,1m,7d
RAJMET,0.0013,0.384,954,1m,7d
RAJRATAN,-0.0007,0.1492,2389,1m,7d
RAJRILTD,0.0247,0.5422,453,1m,7d
RAJSREESUG,-0.0046,0.3523,1545,1m,7d
RAJTV,0.0185,0.9241,350,1m,7d
RALLIS,0.002,0.1388,2619,1m,7d
RAMANEWS,0.0078,0.4642,1705,1m,7d
RAMAPHO,0.0082,0.4158,879,1m,7d
RAMASTEEL,-0.004,0.2639,2617,1m,7d
RAMCOCEM,-0.0008,0.0845,2606,1m,7d
RAMCOIND,0.0026,0.2126,1680,1m,7d
RAMCOSYS,0.0216,0.3895,1547,1m,7d
RAMKY,0.0011,0.2474,2116,1m,7d
RAMRAT,0.0038,0.2636,1129,1m,7d
RANASUG,0.0001,0.1942,2148,1m,7d
RANEENGINE,-0.0036,0.5649,508,1m,7d
RANEHOLDIN,0.0018,0.271,1022,1m,7d
RATEGAIN,-0.0026,0.1272,2610,1m,7d
RATNAMANI,0.0015,0.1331,2367,1m,7d
RATNAVEER,-0.0014,0.2172,1967,1m,7d
RAYMOND,0.0008,0.1206,2587,1m,7d
RBA,-0.0019,0.1107,2562,1m,7d
RBL,0.0019,0.2275,1135,1m,7d
RBLBANK,0.0012,0.1414,2622,1m,7d
RBZJEWEL,-0.0001,0.2303,2146,1m,7d
RCF,0.0014,0.1256,2621,1m,7d
RCOM,-0.0012,1.4091,2517,1m,7d
RECLTD,-0.0017,0.1081,2622,1m,7d
REDINGTON,-0.001,0.1563,2616,1m,7d
REDTAPE,0.001,0.1589,2119,1m,7d
REFEX,-0.0011,0.2211,2355,1m,7d
REGENCERAM,-0.0823,0.5829,22,1m,7d
RELAXO,-0.0004,0.0751,2547,1m,7d
RELCHEMQ,0.0082,0.4639,1768,1m,7d
RELIANCE,-0.0003,0.0538,2622,1m,7d
RELIGARE,0.0012,0.1293,2504,1m,7d
RELINFRA,-0.0149,0.5214,2618,1m,7d
REMSONSIND,-0.0168,0.9929,311,1m,7d
RENUKA,0.0019,0.1517,2616,1m,7d
REPCOHOME,0.002,0.2163,2259,1m,7d
REPL,0.0004,0.4715,778,1m,7d
REPRO,-0.0047,0.2888,1066,1m,7d
RESPONIND,-0.0021,0.1909,1228,1m,7d
RGL,0.0025,0.2864,1472,1m,7d
RHFL,0.1952,0.6309,42,1m,7d
RHIM,0.0027,0.1134,2543,1m,7d
RHL,-0.0187,1.2944,643,1m,7d
RICOAUTO,-0.0006,0.2036,2613,1m,7d
RIIL,-0.0016,0.119,2494,1m,7d
RISHABH,0.0008,0.1521,1855,1m,7d
RITCO,0.0003,0.3419,881,1m,7d
RITES,0.0002,0.115,2621,1m,7d
RKDL,0.0006,1.625,746,1m,7d
RKEC,0.0015,0.5156,1064,1m,7d
RKFORGE,-0.0012,0.1362,2594,1m,7d
RKSWAMY,0.0002,0.2153,2430,1m,7d
RML,0.002,0.2782,860,1m,7d
ROHLTD,0.002,0.2035,2042,1m,7d
ROLEXRINGS,0.0019,0.1627,1907,1m,7d
ROLLT,0.01,1.4261,844,1m,7d
ROLTA,0.0455,0.4522,398,1m,7d
ROML,0.0064,0.786,498,1m,7d
ROSSARI,0.0011,0.1171,2341,1m,7d
ROSSELLIND,0.0059,0.2769,1203,1m,7d
ROTO,-0.0025,0.1951,1526,1m,7d
ROUTE,-0.0002,0.0539,2488,1m,7d
RPGLIFE,-0.0014,0.2049,1407,1m,7d
RPOWER,-0.0045,0.2676,2621,1m,7d
RPPINFRA,-0.0031,0.603,982,1m,7d
RPPL,0.0024,0.9559,926,1m,7d
RPSGVENT,0.0017,0.1964,1523,1m,7d
RPTECH,-0.0006,0.2006,2362,1m,7d
RRKABEL,0.0014,0.1187,2400,1m,7d
RSSOFTWARE,0.0527,0.5105,445,1m,7d
RSWM,0.0027,0.2504,1405,1m,7d
RSYSTEMS,-0.0024,0.1627,1801,1m,7d
RTNINDIA,-0.0019,0.1222,2616,1m,7d
RTNPOWER,-0.0013,0.3877,2619,1m,7d
RUBYMILLS,0.001,0.3783,763,1m,7d
RUCHINFRA,-0.003,0.5539,1346,1m,7d
RUCHIRA,0.0011,0.2362,1262,1m,7d
RUPA,0.0017,0.1273,2273,1m,7d
RUSHIL,-0.0029,0.2395,1836,1m,7d
RUSTOMJEE,0.0039,0.2261,1616,1m,7d
RVHL,0.0866,0.9558,189,1m,7d
RVNL,-0.0005,0.0947,2621,1m,7d
S&SPOWER,0.0506,1.4304,276,1m,7d
SABEVENTS,0.0965,2.6319,281,1m,7d
SABTNL,0.5003,1.4856,59,1m,7d
SADBHAV,-0.0009,0.4766,2478,1m,7d
SADBHIN,0.1158,0.7171,42,1m,7d
SADHNANIQ,-0.0003,0.1947,1862,1m,7d
SAFARI,0.0033,0.1702,2369,1m,7d
SAGARDEEP,0.0215,1.4092,413,1m,7d
SAGCEM,-0.0016,0.1262,2136,1m,7d
SAH,-0.0015,0.4975,738,1m,7d
SAHYADRI,-0.0027,0.4584,634,1m,7d
SAIL,0.0018,0.1242,2622,1m,7d
SAKAR,-0.003,0.3472,611,1m,7d
SAKHTISUG,0.0045,0.3054,2166,1m,7d
SAKSOFT,0.0038,0.2491,2495,1m,7d
SAKUMA,-0.0026,0.2612,2071,1m,7d
SALASAR,0.0003,0.2198,2622,1m,7d
SALONA,-0.0166,0.7517,336,1m,7d
SALSTEEL,-0.1497,0.7422,42,1m,7d
SALZERELEC,-0.0019,0.1979,2314,1m,7d
SAMBHAAV,0.0023,1.1629,391,1m,7d
SAMHI,-0.0023,0.1221,2566,1m,7d
SAMPANN,0.0321,0.6412,38,1m,7d
SANCO,0.3126,1.1433,86,1m,7d
SANDESH,0.0053,0.4525,593,1m,7d
SANDHAR,0.0,0.2133,1901,1m,7d
SANDUMA,0.0068,0.1819,2191,1m,7d
SANGAMIND,-0.0054,0.2971,1147,1m,7d
SANGHIIND,0.0009,0.1712,2200,1m,7d
SANGHVIMOV,-0.0028,0.1683,2458,1m,7d
SANGINITA,0.0174,0.761,141,1m,7d
SANOFI,0.0006,0.0999,2333,1m,7d
SANSERA,0.0011,0.13,2415,1m,7d
SAPPHIRE,0.0001,0.1272,2339,1m,7d
SARDAEN,0.0036,0.1665,2471,1m,7d
SAREGAMA,0.0008,0.1427,2504,1m,7d
SARLAPOLY,0.0028,0.31,1460,1m,7d
SARVESHWAR,-0.0027,0.4223,2615,1m,7d
SASKEN,0.0013,0.2212,1376,1m,7d
SASTASUNDR,-0.0015,0.2754,1257,1m,7d
SATIA,-0.0003,0.1531,2331,1m,7d
SATIN,0.0017,0.1599,2351,1m,7d
SATINDLTD,-0.0018,0.1809,2016,1m,7d
SAURASHCEM,-0.0056,0.3344,1387,1m,7d
SBC,0.0069,0.2286,2467,1m,7d
SBCL,0.0007,0.1612,2519,1m,7d
SBFC,0.0017,0.1355,2620,1m,7d
SBGLP,0.0013,0.2084,1988,1m,7d
SBICARD,0.0023,0.0732,2622,1m,7d
SBILIFE,0.0008,0.0733,2622,1m,7d
SBIN,0.0002,0.0565,2622,1m,7d
SCHAEFFLER,0.0023,0.1452,2568,1m,7d
SCHAND,-0.001,0.2304,1505,1m,7d
SCHNEIDER,-0.0034,0.3981,2588,1m,7d
SCI,0.0009,0.1687,2618,1m,7d
SCILAL,0.0122,0.4828,2440,1m,7d
SCPL,0.0009,0.2809,1470,1m,7d
SDBL,0.0022,0.1821,2600,1m,7d
SEAMECLTD,-0.0066,0.853,525,1m,7d
SECMARK,0.0403,1.7773,254,1m,7d
SECURCRED,-0.0086,0.4641,1354,1m,7d
SECURKLOUD,0.0111,0.6472,147,1m,7d
SEJALLTD,-0.0139,1.1063,155,1m,7d
SELAN,0.0087,0.2579,1529,1m,7d
SELMC,0.0278,0.7066,464,1m,7d
SEMAC,0.0095,0.4759,584,1m,7d
SENCO,-0.0004,0.1196,2468,1m,7d
SEPC,0.0036,0.2824,2566,1m,7d
SEQUENT,0.0,0.1664,2603,1m,7d
SERVOTECH,-0.0002,0.2936,2528,1m,7d
SESHAPAPER,0.001,0.1867,1312,1m,7d
SETCO,0.0525,0.6091,529,1m,7d
SEYAIND,0.0124,2.1674,160,1m,7d
SFL,-0.001,0.1423,2443,1m,7d
SGIL,-0.0042,0.4252,934,1m,7d
SGL,0.0123,0.888,569,1m,7d
SHAH,0.0031,0.838,2231,1m,7d
SHAHALLOYS,-0.0287,1.3509,285,1m,7d
SHAILY,0.0014,0.234,2002,1m,7d
SHAKTIPUMP,-0.0023,0.4915,2183,1m,7d
SHALBY,0.0048,0.2154,2300,1m,7d
SHALPAINTS,-0.0006,0.226,1583,1m,7d
SHANKARA,0.0006,0.1514,1779,1m,7d
SHANTI,0.0036,1.5023,261,1m,7d
SHANTIGEAR,0.0014,0.2972,1706,1m,7d
SHARDACROP,0.0038,0.1514,2173,1m,7d
SHARDAMOTR,0.0033,0.2408,2021,1m,7d
SHAREINDIA,0.0013,0.1174,2493,1m,7d
SHEMAROO,0.0012,0.2751,1146,1m,7d
SHILPAMED,0.0002,0.1697,2540,1m,7d
SHIVALIK,0.0045,0.3488,1236,1m,7d
SHIVAMAUTO,0.0076,0.4056,1395,1m,7d
SHIVAMILLS,0.0061,0.5159,1090,1m,7d
SHIVATEX,0.0365,0.9902,288,1m,7d
SHK,-0.001,0.1757,2304,1m,7d
SHOPERSTOP,-0.0029,0.1386,1984,1m,7d
SHRADHA,-0.0055,0.5633,584,1m,7d
SHREDIGCEM,0.0036,0.1831,2494,1m,7d
SHREECEM,-0.0014,0.0788,2553,1m,7d
SHREEPUSHK,0.0023,0.3087,1015,1m,7d
SHREERAMA,-0.0127,1.1488,346,1m,7d
SHRENIK,0.0,3.0202,2321,1m,7d
SHREYANIND,-0.0008,0.2832,894,1m,7d
SHREYAS,-0.0002,0.2358,1341,1m,7d
SHRIPISTON,0.0024,0.1779,2558,1m,7d
SHRIRAMFIN,0.0003,0.0906,2622,1m,7d
SHRIRAMPPS,0.001,0.2044,2559,1m,7d
SHYAMCENT,0.003,0.5856,1314,1m,7d
SHYAMMETL,0.0001,0.1769,2518,1m,7d
SHYAMTEL,0.2435,1.3622,64,1m,7d
SICALLOG,0.0185,1.1521,432,1m,7d
SIEMENS,0.0001,0.0904,2621,1m,7d
